order,Vp,numberOfTurn,turnHistory
"A0,A2,A5,A3,A1,A4",0.12765957446808512,5,"{'turn 0': [{'agent_0': '1', 'agent_2': '11', 'agent_5': '10', 'agent_3': None, 'agent_1': '12', 'agent_4': '13'}], 'turn 1': [{'agent_0': '15', 'agent_2': None, 'agent_5': None, 'agent_3': '50', 'agent_1': None, 'agent_4': '14'}], 'turn 2': [{'agent_0': None, 'agent_2': None, 'agent_5': None, 'agent_3': '44', 'agent_1': None, 'agent_4': None}], 'turn 3': [{'agent_0': '2', 'agent_2': None, 'agent_5': None, 'agent_3': '46', 'agent_1': None, 'agent_4': None}], 'turn 4': [{'agent_0': None, 'agent_2': None, 'agent_5': None, 'agent_3': None, 'agent_1': None, 'agent_4': None}]}"
"A0,A2,A5,A3,A4,A1",0.12765957446808512,5,"{'turn 0': [{'agent_0': '1', 'agent_2': '11', 'agent_5': '10', 'agent_3': None, 'agent_4': '12', 'agent_1': '14'}], 'turn 1': [{'agent_0': '13', 'agent_2': None, 'agent_5': None, 'agent_3': '44', 'agent_4': '15', 'agent_1': None}], 'turn 2': [{'agent_0': None, 'agent_2': None, 'agent_5': None, 'agent_3': '50', 'agent_4': None, 'agent_1': None}], 'turn 3': [{'agent_0': '2', 'agent_2': None, 'agent_5': None, 'agent_3': '46', 'agent_4': None, 'agent_1': None}], 'turn 4': [{'agent_0': None, 'agent_2': None, 'agent_5': None, 'agent_3': None, 'agent_4': None, 'agent_1': None}]}"
"A0,A2,A5,A4,A1,A3",0.12765957446808512,4,"{'turn 0': [{'agent_0': '1', 'agent_2': '11', 'agent_5': '10', 'agent_4': '12', 'agent_1': '14', 'agent_3': '44'}], 'turn 1': [{'agent_0': '13', 'agent_2': None, 'agent_5': '15', 'agent_4': None, 'agent_1': None, 'agent_3': '50'}], 'turn 2': [{'agent_0': '2', 'agent_2': None, 'agent_5': None, 'agent_4': None, 'agent_1': None, 'agent_3': '46'}], 'turn 3': [{'agent_0': None, 'agent_2': None, 'agent_5': None, 'agent_4': None, 'agent_1': None, 'agent_3': None}]}"
"A0,A2,A5,A4,A3,A1",0.12765957446808512,5,"{'turn 0': [{'agent_0': '1', 'agent_2': '11', 'agent_5': '10', 'agent_4': '12', 'agent_3': None, 'agent_1': '14'}], 'turn 1': [{'agent_0': '13', 'agent_2': None, 'agent_5': None, 'agent_4': None, 'agent_3': '44', 'agent_1': None}], 'turn 2': [{'agent_0': '15', 'agent_2': None, 'agent_5': None, 'agent_4': None, 'agent_3': '50', 'agent_1': None}], 'turn 3': [{'agent_0': '2', 'agent_2': None, 'agent_5': None, 'agent_4': None, 'agent_3': '46', 'agent_1': None}], 'turn 4': [{'agent_0': None, 'agent_2': None, 'agent_5': None, 'agent_4': None, 'agent_3': None, 'agent_1': None}]}"
"A0,A3,A1,A2,A4,A5",0.13333333333333333,3,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_1': '10', 'agent_2': '11', 'agent_4': '12', 'agent_5': '13'}], 'turn 1': [{'agent_0': '15', 'agent_3': '50', 'agent_1': None, 'agent_2': None, 'agent_4': None, 'agent_5': None}], 'turn 2': [{'agent_0': None, 'agent_3': None, 'agent_1': None, 'agent_2': None, 'agent_4': None, 'agent_5': None}]}"
"A0,A3,A1,A2,A5,A4",0.13333333333333333,3,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_1': '10', 'agent_2': '11', 'agent_5': '12', 'agent_4': '13'}], 'turn 1': [{'agent_0': '15', 'agent_3': '50', 'agent_1': None, 'agent_2': None, 'agent_5': None, 'agent_4': None}], 'turn 2': [{'agent_0': None, 'agent_3': None, 'agent_1': None, 'agent_2': None, 'agent_5': None, 'agent_4': None}]}"
"A0,A3,A1,A4,A2,A5",0.13333333333333333,3,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_1': '10', 'agent_4': '11', 'agent_2': '12', 'agent_5': '13'}], 'turn 1': [{'agent_0': '15', 'agent_3': '50', 'agent_1': None, 'agent_4': None, 'agent_2': None, 'agent_5': None}], 'turn 2': [{'agent_0': None, 'agent_3': None, 'agent_1': None, 'agent_4': None, 'agent_2': None, 'agent_5': None}]}"
"A0,A3,A1,A4,A5,A2",0.13333333333333333,4,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_1': '10', 'agent_4': '11', 'agent_5': '12', 'agent_2': None}], 'turn 1': [{'agent_0': '13', 'agent_3': None, 'agent_1': None, 'agent_4': None, 'agent_5': None, 'agent_2': None}], 'turn 2': [{'agent_0': '15', 'agent_3': '50', 'agent_1': None, 'agent_4': None, 'agent_5': None, 'agent_2': None}], 'turn 3': [{'agent_0': None, 'agent_3': None, 'agent_1': None, 'agent_4': None, 'agent_5': None, 'agent_2': None}]}"
"A0,A3,A1,A5,A2,A4",0.13333333333333333,3,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_1': '10', 'agent_5': '11', 'agent_2': '12', 'agent_4': '13'}], 'turn 1': [{'agent_0': '15', 'agent_3': '50', 'agent_1': None, 'agent_5': None, 'agent_2': None, 'agent_4': None}], 'turn 2': [{'agent_0': None, 'agent_3': None, 'agent_1': None, 'agent_5': None, 'agent_2': None, 'agent_4': None}]}"
"A0,A3,A1,A5,A4,A2",0.13333333333333333,4,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_1': '10', 'agent_5': '11', 'agent_4': '12', 'agent_2': None}], 'turn 1': [{'agent_0': '13', 'agent_3': None, 'agent_1': None, 'agent_5': None, 'agent_4': None, 'agent_2': None}], 'turn 2': [{'agent_0': '15', 'agent_3': '50', 'agent_1': None, 'agent_5': None, 'agent_4': None, 'agent_2': None}], 'turn 3': [{'agent_0': None, 'agent_3': None, 'agent_1': None, 'agent_5': None, 'agent_4': None, 'agent_2': None}]}"
"A0,A3,A2,A1,A4,A5",0.13333333333333333,3,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_2': '11', 'agent_1': '10', 'agent_4': '12', 'agent_5': '13'}], 'turn 1': [{'agent_0': '15', 'agent_3': '50', 'agent_2': None, 'agent_1': None, 'agent_4': None, 'agent_5': None}], 'turn 2': [{'agent_0': None, 'agent_3': None, 'agent_2': None, 'agent_1': None, 'agent_4': None, 'agent_5': None}]}"
"A0,A3,A2,A1,A5,A4",0.13333333333333333,3,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_2': '11', 'agent_1': '10', 'agent_5': '12', 'agent_4': '13'}], 'turn 1': [{'agent_0': '15', 'agent_3': '50', 'agent_2': None, 'agent_1': None, 'agent_5': None, 'agent_4': None}], 'turn 2': [{'agent_0': None, 'agent_3': None, 'agent_2': None, 'agent_1': None, 'agent_5': None, 'agent_4': None}]}"
"A0,A3,A2,A4,A1,A5",0.13333333333333333,3,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_2': '11', 'agent_4': '10', 'agent_1': '12', 'agent_5': '13'}], 'turn 1': [{'agent_0': '15', 'agent_3': '50', 'agent_2': None, 'agent_4': None, 'agent_1': None, 'agent_5': None}], 'turn 2': [{'agent_0': None, 'agent_3': None, 'agent_2': None, 'agent_4': None, 'agent_1': None, 'agent_5': None}]}"
"A0,A3,A2,A4,A5,A1",0.13333333333333333,4,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_2': '11', 'agent_4': '10', 'agent_5': '12', 'agent_1': None}], 'turn 1': [{'agent_0': '13', 'agent_3': None, 'agent_2': None, 'agent_4': None, 'agent_5': None, 'agent_1': None}], 'turn 2': [{'agent_0': '15', 'agent_3': '50', 'agent_2': None, 'agent_4': None, 'agent_5': None, 'agent_1': None}], 'turn 3': [{'agent_0': None, 'agent_3': None, 'agent_2': None, 'agent_4': None, 'agent_5': None, 'agent_1': None}]}"
"A0,A3,A2,A5,A1,A4",0.13333333333333333,3,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_2': '11', 'agent_5': '10', 'agent_1': '12', 'agent_4': '13'}], 'turn 1': [{'agent_0': '15', 'agent_3': '50', 'agent_2': None, 'agent_5': None, 'agent_1': None, 'agent_4': None}], 'turn 2': [{'agent_0': None, 'agent_3': None, 'agent_2': None, 'agent_5': None, 'agent_1': None, 'agent_4': None}]}"
"A0,A3,A2,A5,A4,A1",0.13333333333333333,4,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_2': '11', 'agent_5': '10', 'agent_4': '12', 'agent_1': None}], 'turn 1': [{'agent_0': '13', 'agent_3': None, 'agent_2': None, 'agent_5': None, 'agent_4': None, 'agent_1': None}], 'turn 2': [{'agent_0': '15', 'agent_3': '50', 'agent_2': None, 'agent_5': None, 'agent_4': None, 'agent_1': None}], 'turn 3': [{'agent_0': None, 'agent_3': None, 'agent_2': None, 'agent_5': None, 'agent_4': None, 'agent_1': None}]}"
"A0,A3,A4,A1,A2,A5",0.13333333333333333,3,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_4': '10', 'agent_1': '12', 'agent_2': '11', 'agent_5': '13'}], 'turn 1': [{'agent_0': '15', 'agent_3': '50', 'agent_4': None, 'agent_1': None, 'agent_2': None, 'agent_5': None}], 'turn 2': [{'agent_0': None, 'agent_3': None, 'agent_4': None, 'agent_1': None, 'agent_2': None, 'agent_5': None}]}"
"A0,A3,A4,A1,A5,A2",0.13333333333333333,4,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_4': '10', 'agent_1': '12', 'agent_5': '11', 'agent_2': None}], 'turn 1': [{'agent_0': '13', 'agent_3': None, 'agent_4': None, 'agent_1': None, 'agent_5': None, 'agent_2': None}], 'turn 2': [{'agent_0': '15', 'agent_3': '50', 'agent_4': None, 'agent_1': None, 'agent_5': None, 'agent_2': None}], 'turn 3': [{'agent_0': None, 'agent_3': None, 'agent_4': None, 'agent_1': None, 'agent_5': None, 'agent_2': None}]}"
"A0,A3,A4,A2,A1,A5",0.13333333333333333,3,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_4': '10', 'agent_2': '11', 'agent_1': '12', 'agent_5': '13'}], 'turn 1': [{'agent_0': '15', 'agent_3': '50', 'agent_4': None, 'agent_2': None, 'agent_1': None, 'agent_5': None}], 'turn 2': [{'agent_0': None, 'agent_3': None, 'agent_4': None, 'agent_2': None, 'agent_1': None, 'agent_5': None}]}"
"A0,A3,A4,A2,A5,A1",0.13333333333333333,4,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_4': '10', 'agent_2': '11', 'agent_5': '12', 'agent_1': None}], 'turn 1': [{'agent_0': '13', 'agent_3': None, 'agent_4': None, 'agent_2': None, 'agent_5': None, 'agent_1': None}], 'turn 2': [{'agent_0': '15', 'agent_3': '50', 'agent_4': None, 'agent_2': None, 'agent_5': None, 'agent_1': None}], 'turn 3': [{'agent_0': None, 'agent_3': None, 'agent_4': None, 'agent_2': None, 'agent_5': None, 'agent_1': None}]}"
"A0,A3,A4,A5,A1,A2",0.13333333333333333,4,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_4': '10', 'agent_5': '11', 'agent_1': '12', 'agent_2': None}], 'turn 1': [{'agent_0': '13', 'agent_3': None, 'agent_4': None, 'agent_5': None, 'agent_1': None, 'agent_2': None}], 'turn 2': [{'agent_0': '15', 'agent_3': '50', 'agent_4': None, 'agent_5': None, 'agent_1': None, 'agent_2': None}], 'turn 3': [{'agent_0': None, 'agent_3': None, 'agent_4': None, 'agent_5': None, 'agent_1': None, 'agent_2': None}]}"
"A0,A3,A4,A5,A2,A1",0.13333333333333333,4,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_4': '10', 'agent_5': '11', 'agent_2': '12', 'agent_1': None}], 'turn 1': [{'agent_0': '13', 'agent_3': None, 'agent_4': None, 'agent_5': None, 'agent_2': None, 'agent_1': None}], 'turn 2': [{'agent_0': '15', 'agent_3': '50', 'agent_4': None, 'agent_5': None, 'agent_2': None, 'agent_1': None}], 'turn 3': [{'agent_0': None, 'agent_3': None, 'agent_4': None, 'agent_5': None, 'agent_2': None, 'agent_1': None}]}"
"A0,A3,A5,A1,A2,A4",0.13333333333333333,3,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_5': '10', 'agent_1': '12', 'agent_2': '11', 'agent_4': '13'}], 'turn 1': [{'agent_0': '15', 'agent_3': '50', 'agent_5': None, 'agent_1': None, 'agent_2': None, 'agent_4': None}], 'turn 2': [{'agent_0': None, 'agent_3': None, 'agent_5': None, 'agent_1': None, 'agent_2': None, 'agent_4': None}]}"
"A0,A3,A5,A1,A4,A2",0.13333333333333333,4,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_5': '10', 'agent_1': '12', 'agent_4': '11', 'agent_2': None}], 'turn 1': [{'agent_0': '13', 'agent_3': None, 'agent_5': None, 'agent_1': None, 'agent_4': None, 'agent_2': None}], 'turn 2': [{'agent_0': '15', 'agent_3': '50', 'agent_5': None, 'agent_1': None, 'agent_4': None, 'agent_2': None}], 'turn 3': [{'agent_0': None, 'agent_3': None, 'agent_5': None, 'agent_1': None, 'agent_4': None, 'agent_2': None}]}"
"A0,A3,A5,A2,A1,A4",0.13333333333333333,3,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_5': '10', 'agent_2': '11', 'agent_1': '12', 'agent_4': '13'}], 'turn 1': [{'agent_0': '15', 'agent_3': '50', 'agent_5': None, 'agent_2': None, 'agent_1': None, 'agent_4': None}], 'turn 2': [{'agent_0': None, 'agent_3': None, 'agent_5': None, 'agent_2': None, 'agent_1': None, 'agent_4': None}]}"
"A0,A3,A5,A2,A4,A1",0.13333333333333333,4,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_5': '10', 'agent_2': '11', 'agent_4': '12', 'agent_1': None}], 'turn 1': [{'agent_0': '13', 'agent_3': None, 'agent_5': None, 'agent_2': None, 'agent_4': None, 'agent_1': None}], 'turn 2': [{'agent_0': '15', 'agent_3': '50', 'agent_5': None, 'agent_2': None, 'agent_4': None, 'agent_1': None}], 'turn 3': [{'agent_0': None, 'agent_3': None, 'agent_5': None, 'agent_2': None, 'agent_4': None, 'agent_1': None}]}"
"A0,A3,A5,A4,A1,A2",0.13333333333333333,4,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_5': '10', 'agent_4': '11', 'agent_1': '12', 'agent_2': None}], 'turn 1': [{'agent_0': '13', 'agent_3': None, 'agent_5': None, 'agent_4': None, 'agent_1': None, 'agent_2': None}], 'turn 2': [{'agent_0': '15', 'agent_3': '50', 'agent_5': None, 'agent_4': None, 'agent_1': None, 'agent_2': None}], 'turn 3': [{'agent_0': None, 'agent_3': None, 'agent_5': None, 'agent_4': None, 'agent_1': None, 'agent_2': None}]}"
"A0,A3,A5,A4,A2,A1",0.13333333333333333,4,"{'turn 0': [{'agent_0': '1', 'agent_3': '2', 'agent_5': '10', 'agent_4': '11', 'agent_2': '12', 'agent_1': None}], 'turn 1': [{'agent_0': '13', 'agent_3': None, 'agent_5': None, 'agent_4': None, 'agent_2': None, 'agent_1': None}], 'turn 2': [{'agent_0': '15', 'agent_3': '50', 'agent_5': None, 'agent_4': None, 'agent_2': None, 'agent_1': None}], 'turn 3': [{'agent_0': None, 'agent_3': None, 'agent_5': None, 'agent_4': None, 'agent_2': None, 'agent_1': None}]}"
"A0,A4,A1,A2,A3,A5",0.12765957446808512,5,"{'turn 0': [{'agent_0': '1', 'agent_4': '10', 'agent_1': '12', 'agent_2': '11', 'agent_3': None, 'agent_5': '13'}], 'turn 1': [{'agent_0': '15', 'agent_4': None, 'agent_1': None, 'agent_2': None, 'agent_3': '50', 'agent_5': '14'}], 'turn 2': [{'agent_0': None, 'agent_4': None, 'agent_1': None, 'agent_2': None, 'agent_3': '44', 'agent_5': None}], 'turn 3': [{'agent_0': '2', 'agent_4': None, 'agent_1': None, 'agent_2': None, 'agent_3': '46', 'agent_5': None}], 'turn 4': [{'agent_0': None, 'agent_4': None, 'agent_1': None, 'agent_2': None, 'agent_3': None, 'agent_5': None}]}"
"A0,A4,A1,A2,A5,A3",0.13333333333333333,4,"{'turn 0': [{'agent_0': '1', 'agent_4': '10', 'agent_1': '12', 'agent_2': '11', 'agent_5': '13', 'agent_3': None}], 'turn 1': [{'agent_0': '15', 'agent_4': None, 'agent_1': None, 'agent_2': None, 'agent_5': None, 'agent_3': '50'}], 'turn 2': [{'agent_0': '2', 'agent_4': None, 'agent_1': None, 'agent_2': None, 'agent_5': None, 'agent_3': None}], 'turn 3': [{'agent_0': None, 'agent_4': None, 'agent_1': None, 'agent_2': None, 'agent_5': None, 'agent_3': None}]}"
"A0,A4,A1,A3,A2,A5",0.12765957446808512,5,"{'turn 0': [{'agent_0': '1', 'agent_4': '10', 'agent_1': '12', 'agent_3': None, 'agent_2': '11', 'agent_5': '13'}], 'turn 1': [{'agent_0': '15', 'agent_4': None, 'agent_1': None, 'agent_3': '50', 'agent_2': None, 'agent_5': '14'}], 'turn 2': [{'agent_0': None, 'agent_4': None, 'agent_1': None, 'agent_3': '44', 'agent_2': None, 'agent_5': None}], 'turn 3': [{'agent_0': '2', 'agent_4': None, 'agent_1': None, 'agent_3': '46', 'agent_2': None, 'agent_5': None}], 'turn 4': [{'agent_0': None, 'agent_4': None, 'agent_1': None, 'agent_3': None, 'agent_2': None, 'agent_5': None}]}"
"A0,A4,A1,A3,A5,A2",0.12765957446808512,5,"{'turn 0': [{'agent_0': '1', 'agent_4': '10', 'agent_1': '12', 'agent_3': None, 'agent_5': '11', 'agent_2': '13'}], 'turn 1': [{'agent_0': '15', 'agent_4': None, 'agent_1': None, 'agent_3': '50', 'agent_5': '14', 'agent_2': None}], 'turn 2': [{'agent_0': None, 'agent_4': None, 'agent_1': None, 'agent_3': '44', 'agent_5': None, 'agent_2': None}], 'turn 3': [{'agent_0': '2', 'agent_4': None, 'agent_1': None, 'agent_3': '46', 'agent_5': None, 'agent_2': None}], 'turn 4': [{'agent_0': None, 'agent_4': None, 'agent_1': None, 'agent_3': None, 'agent_5': None, 'agent_2': None}]}"
"A0,A4,A1,A5,A2,A3",0.13333333333333333,4,"{'turn 0': [{'agent_0': '1', 'agent_4': '10', 'agent_1': '12', 'agent_5': '11', 'agent_2': '13', 'agent_3': None}], 'turn 1': [{'agent_0': '15', 'agent_4': None, 'agent_1': None, 'agent_5': None, 'agent_2': None, 'agent_3': '50'}], 'turn 2': [{'agent_0': '2', 'agent_4': None, 'agent_1': None, 'agent_5': None, 'agent_2': None, 'agent_3': None}], 'turn 3': [{'agent_0': None, 'agent_4': None, 'agent_1': None, 'agent_5': None, 'agent_2': None, 'agent_3': None}]}"
"A0,A4,A1,A5,A3,A2",0.13333333333333333,4,"{'turn 0': [{'agent_0': '1', 'agent_4': '10', 'agent_1': '12', 'agent_5': '11', 'agent_3': None, 'agent_2': '13'}], 'turn 1': [{'agent_0': '15', 'agent_4': None, 'agent_1': None, 'agent_5': None, 'agent_3': '50', 'agent_2': None}], 'turn 2': [{'agent_0': '2', 'agent_4': None, 'agent_1': None, 'agent_5': None, 'agent_3': None, 'agent_2': None}], 'turn 3': [{'agent_0': None, 'agent_4': None, 'agent_1': None, 'agent_5': None, 'agent_3': None, 'agent_2': None}]}"
"A0,A4,A2,A1,A3,A5",0.12765957446808512,5,"{'turn 0': [{'agent_0': '1', 'agent_4': '10', 'agent_2': '11', 'agent_1': '12', 'agent_3': None, 'agent_5': '13'}], 'turn 1': [{'agent_0': '15', 'agent_4': None, 'agent_2': None, 'agent_1': None, 'agent_3': '50', 'agent_5': '14'}], 'turn 2': [{'agent_0': None, 'agent_4': None, 'agent_2': None, 'agent_1': None, 'agent_3': '44', 'agent_5': None}], 'turn 3': [{'agent_0': '2', 'agent_4': None, 'agent_2': None, 'agent_1': None, 'agent_3': '46', 'agent_5': None}], 'turn 4': [{'agent_0': None, 'agent_4': None, 'agent_2': None, 'agent_1': None, 'agent_3': None, 'agent_5': None}]}"
"A0,A4,A2,A1,A5,A3",0.13333333333333333,4,"{'turn 0': [{'agent_0': '1', 'agent_4': '10', 'agent_2': '11', 'agent_1': '12', 'agent_5': '13', 'agent_3': None}], 'turn 1': [{'agent_0': '15', 'agent_4': None, 'agent_2': None, 'agent_1': None, 'agent_5': None, 'agent_3': '50'}], 'turn 2': [{'agent_0': '2', 'agent_4': None, 'agent_2': None, 'agent_1': None, 'agent_5': None, 'agent_3': None}], 'turn 3': [{'agent_0': None, 'agent_4': None, 'agent_2': None, 'agent_1': None, 'agent_5': None, 'agent_3': None}]}"
"A0,A4,A2,A3,A1,A5",0.12765957446808512,5,"{'turn 0': [{'agent_0': '1', 'agent_4': '10', 'agent_2': '11', 'agent_3': None, 'agent_1': '12', 'agent_5': '13'}], 'turn 1': [{'agent_0': '15', 'agent_4': None, 'agent_2': None, 'agent_3': '50', 'agent_1': None, 'agent_5': '14'}], 'turn 2': [{'agent_0': None, 'agent_4': None, 'agent_2': None, 'agent_3': '44', 'agent_1': None, 'agent_5': None}], 'turn 3': [{'agent_0': '2', 'agent_4': None, 'agent_2': None, 'agent_3': '46', 'agent_1': None, 'agent_5': None}], 'turn 4': [{'agent_0': None, 'agent_4': None, 'agent_2': None, 'agent_3': None, 'agent_1': None, 'agent_5': None}]}"
"A0,A4,A2,A3,A5,A1",0.12765957446808512,5,"{'turn 0': [{'agent_0': '1', 'agent_4': '10', 'agent_2': '11', 'agent_3': None, 'agent_5': '12', 'agent_1': '14'}], 'turn 1': [{'agent_0': '13', 'agent_4': None, 'agent_2': None, 'agent_3': '44', 'agent_5': '15', 'agent_1': None}], 'turn 2': [{'agent_0': None, 'agent_4': None, 'agent_2': None, 'agent_3': '50', 'agent_5': None, 'agent_1': None}], 'turn 3': [{'agent_0': '2', 'agent_4': None, 'agent_2': None, 'agent_3': '46', 'agent_5': None, 'agent_1': None}], 'turn 4': [{'agent_0': None, 'agent_4': None, 'agent_2': None, 'agent_3': None, 'agent_5': None, 'agent_1': None}]}"
"A0,A4,A2,A5,A1,A3",0.12765957446808512,4,"{'turn 0': [{'agent_0': '1', 'agent_4': '10', 'agent_2': '11', 'agent_5': '12', 'agent_1': '14', 'agent_3': '44'}], 'turn 1': [{'agent_0': '13', 'agent_4': '15', 'agent_2': None, 'agent_5': None, 'agent_1': None, 'agent_3': '50'}], 'turn 2': [{'agent_0': '2', 'agent_4': None, 'agent_2': None, 'agent_5': None, 'agent_1': None, 'agent_3': '46'}], 'turn 3': [{'agent_0': None, 'agent_4': None, 'agent_2': None, 'agent_5': None, 'agent_1': None, 'agent_3': None}]}"
"A0,A4,A2,A5,A3,A1",0.12765957446808512,5,"{'turn 0': [{'agent_0': '1', 'agent_4': '10', 'agent_2': '11', 'agent_5': '12', 'agent_3': None, 'agent_1': '14'}], 'turn 1': [{'agent_0': '13', 'agent_4': None, 'agent_2': None, 'agent_5': None, 'agent_3': '44', 'agent_1': None}], 'turn 2': [{'agent_0': '15', 'agent_4': None, 'agent_2': None, 'agent_5': None, 'agent_3': '50', 'agent_1': None}], 'turn 3': [{'agent_0': '2', 'agent_4': None, 'agent_2': None, 'agent_5': None, 'agent_3': '46', 'agent_1': None}], 'turn 4': [{'agent_0': None, 'agent_4': None, 'agent_2': None, 'agent_5': None, 'agent_3': None, 'agent_1': None}]}"
"A0,A4,A3,A1,A2,A5",0.13333333333333333,3,"{'turn 0': [{'agent_0': '1', 'agent_4': '10', 'agent_3': '2', 'agent_1': '12', 'agent_2': '11', 'agent_5': '13'}], 'turn 1': [{'agent_0': '15', 'agent_4': None, 'agent_3': '50', 'agent_1': None, 'agent_2': None, 'agent_5': None}], 'turn 2': [{'agent_0': None, 'agent_4': None, 'agent_3': None, 'agent_1': None, 'agent_2': None, 'agent_5': None}]}"
"A0,A4,A3,A1,A5,A2",0.13333333333333333,4,"{'turn 0': [{'agent_0': '1', 'agent_4': '10', 'agent_3': '2', 'agent_1': '12', 'agent_5': '11', 'agent_2': None}], 'turn 1': [{'agent_0': '13', 'agent_4': None, 'agent_3': None, 'agent_1': None, 'agent_5': None, 'agent_2': None}], 'turn 2': [{'agent_0': '15', 'agent_4': None, 'agent_3': '50', 'agent_1': None, 'agent_5': None, 'agent_2': None}], 'turn 3': [{'agent_0': None, 'agent_4': None, 'agent_3': None, 'agent_1': None, 'agent_5': None, 'agent_2': None}]}"
"A0,A4,A3,A2,A1,A5",0.13333333333333333,3,"{'turn 0': [{'agent_0': '1', 'agent_4': '10', 'agent_3': '2', 'agent_2': '11', 'agent_1': '12', 'agent_5': '13'}], 'turn 1': [{'agent_0': '15', 'agent_4': None, 'agent_3': '50', 'agent_2': None, 'agent_1': None, 'agent_5': None}], 'turn 2': [{'agent_0': None, 'agent_4': None, 'agent_3': None, 'agent_2': None, 'agent_1': None, 'agent_5': None}]}"
"A0,A4,A3,A2,A5,A1",0.13333333333333333,4,"{'turn 0': [{'agent_0': '1', 'agent_4': '10', 'agent_3': '2', 'agent_2': '11', 'agent_5': '12', 'agent_1': None}], 'turn 1': [{'agent_0': '13', 'agent_4': None, 'agent_3': None, 'agent_2': None, 'agent_5': None, 'agent_1': None}], 'turn 2': [{'agent_0': '15', 'agent_4': None, 'agent_3': '50', 'agent_2': None, 'agent_5': None, 'agent_1': None}], 'turn 3': [{'agent_0': None, 'agent_4': None, 'agent_3': None, 'agent_2': None, 'agent_5': None, 'agent_1': None}]}"
