order,Vp,numberOfTurn,0,1,2,3,4,5,6
"A0,A1,A3,A5,A4,A6,A2",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: '17', 2: None, 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: '13', 2: '44', 3: None, 4: None, 5: None}, 2, 13, 6]","['agent_4', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A3,A5,A6,A2,A4",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: '17', 2: None, 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: '13', 2: '44', 3: None, 4: None, 5: None}, 2, 13, 6]","['agent_4', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A3,A5,A6,A4,A2",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: '17', 2: None, 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: '13', 2: '44', 3: None, 4: None, 5: None}, 2, 13, 6]","['agent_4', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A3,A6,A2,A4,A5",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: '13', 2: '44', 3: None, 4: None, 5: None}, 2, 13, 6]","['agent_4', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A3,A6,A2,A5,A4",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: '13', 2: '44', 3: None, 4: None, 5: None}, 2, 13, 6]","['agent_4', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A3,A6,A4,A2,A5",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: '13', 2: '44', 3: None, 4: None, 5: None}, 2, 13, 6]","['agent_4', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A3,A6,A4,A5,A2",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: '17', 2: None, 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: '13', 2: '44', 3: None, 4: None, 5: None}, 2, 13, 6]","['agent_4', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A3,A6,A5,A2,A4",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: '17', 2: None, 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: '13', 2: '44', 3: None, 4: None, 5: None}, 2, 13, 6]","['agent_4', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A3,A6,A5,A4,A2",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: '17', 2: None, 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: '13', 2: '44', 3: None, 4: None, 5: None}, 2, 13, 6]","['agent_4', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A4,A2,A3,A5,A6",0.14285714285714285,4,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: None}, 3, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '44', 4: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: None, 3: None, 4: None}, 0, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None}, 1, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None}, 1, 38, 26]","['agent_6', True, {1: '2', 2: None, 3: None, 4: None}, 1, 20, 8]"
"A0,A1,A4,A2,A3,A6,A5",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: '44', 3: None, 4: None, 5: None}, 1, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 24, 14]","['agent_5', True, {1: '13', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A4,A2,A5,A3,A6",0.14285714285714285,4,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: None}, 3, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '44', 4: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: None, 3: None, 4: None}, 0, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None}, 1, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None}, 1, 38, 26]","['agent_6', True, {1: '2', 2: None, 3: None, 4: None}, 1, 20, 8]"
"A0,A1,A4,A2,A5,A6,A3",0.14285714285714285,4,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: None}, 3, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '44', 4: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: None, 3: None, 4: None}, 0, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None}, 1, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None}, 1, 38, 26]","['agent_6', True, {1: '2', 2: None, 3: None, 4: None}, 1, 20, 8]"
"A0,A1,A4,A2,A6,A3,A5",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: '44', 3: None, 4: None, 5: None}, 1, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 24, 14]","['agent_5', True, {1: '13', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A4,A2,A6,A5,A3",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: '44', 3: None, 4: None, 5: None}, 1, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 24, 14]","['agent_5', True, {1: '13', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A4,A3,A2,A5,A6",0.14285714285714285,4,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: None}, 3, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: None, 4: None}, 1, 22, 16]","['agent_3', False, {1: None, 2: None, 3: '44', 4: None}, 1, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None}, 1, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None}, 1, 38, 26]","['agent_6', True, {1: '2', 2: None, 3: None, 4: None}, 1, 20, 8]"
"A0,A1,A4,A3,A2,A6,A5",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: '44', 3: None, 4: None, 5: None}, 1, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 24, 14]","['agent_5', True, {1: '13', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A4,A3,A5,A2,A6",0.14285714285714285,4,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: None}, 3, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: None, 4: None}, 1, 22, 16]","['agent_3', False, {1: None, 2: None, 3: '44', 4: None}, 1, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None}, 1, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None}, 1, 38, 26]","['agent_6', True, {1: '2', 2: None, 3: None, 4: None}, 1, 20, 8]"
"A0,A1,A4,A3,A5,A6,A2",0.14285714285714285,4,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: None}, 3, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None}, 1, 27, 21]","['agent_2', False, {1: '17', 2: None, 3: None, 4: None}, 1, 22, 16]","['agent_3', False, {1: None, 2: None, 3: '44', 4: None}, 1, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None}, 1, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None}, 1, 38, 26]","['agent_6', True, {1: '2', 2: None, 3: None, 4: None}, 1, 20, 8]"
"A0,A1,A4,A3,A6,A2,A5",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: '44', 3: None, 4: None, 5: None}, 1, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 24, 14]","['agent_5', True, {1: '13', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A4,A3,A6,A5,A2",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: '17', 2: None, 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: '44', 3: None, 4: None, 5: None}, 1, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 24, 14]","['agent_5', True, {1: '13', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A4,A5,A2,A3,A6",0.14285714285714285,4,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: None}, 3, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '44', 4: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: None, 3: None, 4: None}, 0, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None}, 1, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None}, 1, 38, 26]","['agent_6', True, {1: '2', 2: None, 3: None, 4: None}, 1, 20, 8]"
"A0,A1,A4,A5,A2,A6,A3",0.14285714285714285,4,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: None}, 3, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '44', 4: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: None, 3: None, 4: None}, 0, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None}, 1, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None}, 1, 38, 26]","['agent_6', True, {1: '2', 2: None, 3: None, 4: None}, 1, 20, 8]"
"A0,A1,A4,A5,A3,A2,A6",0.14285714285714285,4,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: None}, 3, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: None, 4: None}, 1, 22, 16]","['agent_3', False, {1: None, 2: None, 3: '44', 4: None}, 1, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None}, 1, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None}, 1, 38, 26]","['agent_6', True, {1: '2', 2: None, 3: None, 4: None}, 1, 20, 8]"
"A0,A1,A4,A5,A3,A6,A2",0.14285714285714285,4,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: None}, 3, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None}, 1, 27, 21]","['agent_2', False, {1: '17', 2: None, 3: None, 4: None}, 1, 22, 16]","['agent_3', False, {1: None, 2: None, 3: '44', 4: None}, 1, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None}, 1, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None}, 1, 38, 26]","['agent_6', True, {1: '2', 2: None, 3: None, 4: None}, 1, 20, 8]"
"A0,A1,A4,A5,A6,A2,A3",0.14285714285714285,4,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: None}, 3, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None}, 1, 27, 21]","['agent_2', False, {1: '17', 2: None, 3: '44', 4: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: None, 3: None, 4: None}, 0, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None}, 1, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None}, 1, 38, 26]","['agent_6', True, {1: '2', 2: None, 3: None, 4: None}, 1, 20, 8]"
"A0,A1,A4,A5,A6,A3,A2",0.14285714285714285,4,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: None}, 3, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None}, 1, 27, 21]","['agent_2', False, {1: '17', 2: None, 3: None, 4: None}, 1, 22, 16]","['agent_3', False, {1: None, 2: None, 3: '44', 4: None}, 1, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None}, 1, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None}, 1, 38, 26]","['agent_6', True, {1: '2', 2: None, 3: None, 4: None}, 1, 20, 8]"
"A0,A1,A4,A6,A2,A3,A5",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: '44', 3: None, 4: None, 5: None}, 1, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 24, 14]","['agent_5', True, {1: '13', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A4,A6,A2,A5,A3",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: '44', 3: None, 4: None, 5: None}, 1, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 24, 14]","['agent_5', True, {1: '13', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A4,A6,A3,A2,A5",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: '44', 3: None, 4: None, 5: None}, 1, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 24, 14]","['agent_5', True, {1: '13', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A4,A6,A3,A5,A2",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: '17', 2: None, 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: '44', 3: None, 4: None, 5: None}, 1, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 24, 14]","['agent_5', True, {1: '13', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A4,A6,A5,A2,A3",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: '17', 2: '44', 3: '50', 4: None, 5: None}, 3, 22, 16]","['agent_3', False, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 24, 14]","['agent_5', True, {1: '13', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A4,A6,A5,A3,A2",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: '15', 4: '2', 5: None}, 4, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 27, 21]","['agent_2', False, {1: '17', 2: None, 3: '50', 4: None, 5: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: '44', 3: None, 4: None, 5: None}, 1, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None, 5: None}, 1, 24, 14]","['agent_5', True, {1: '13', 2: None, 3: None, 4: None, 5: None}, 1, 38, 26]","['agent_6', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 20, 8]"
"A0,A1,A5,A2,A3,A4,A6",0.14285714285714285,4,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: None}, 3, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '44', 4: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: None, 3: None, 4: None}, 0, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None}, 1, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None}, 1, 38, 26]","['agent_6', True, {1: '2', 2: None, 3: None, 4: None}, 1, 20, 8]"
"A0,A1,A5,A2,A3,A6,A4",0.13333333333333333,6,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: '15', 5: '2', 6: None}, 5, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None, 6: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '44', 4: '50', 5: None, 6: None}, 3, 22, 16]","['agent_3', False, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None}, 0, 13, 6]","['agent_4', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None}, 0, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None}, 1, 38, 26]","['agent_6', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None}, 1, 20, 8]"
"A0,A1,A5,A2,A4,A3,A6",0.14285714285714285,4,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: None}, 3, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '44', 4: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: None, 3: None, 4: None}, 0, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None}, 1, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None}, 1, 38, 26]","['agent_6', True, {1: '2', 2: None, 3: None, 4: None}, 1, 20, 8]"
"A0,A1,A5,A2,A4,A6,A3",0.14285714285714285,4,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: None}, 3, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '44', 4: None}, 2, 22, 16]","['agent_3', False, {1: None, 2: None, 3: None, 4: None}, 0, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None}, 1, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None}, 1, 38, 26]","['agent_6', True, {1: '2', 2: None, 3: None, 4: None}, 1, 20, 8]"
"A0,A1,A5,A2,A6,A3,A4",0.13333333333333333,6,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: '15', 5: '2', 6: None}, 5, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None, 6: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '44', 4: '50', 5: None, 6: None}, 3, 22, 16]","['agent_3', False, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None}, 0, 13, 6]","['agent_4', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None}, 0, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None}, 1, 38, 26]","['agent_6', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None}, 1, 20, 8]"
"A0,A1,A5,A2,A6,A4,A3",0.13333333333333333,6,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: '15', 5: '2', 6: None}, 5, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None, 5: None, 6: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: '44', 4: '50', 5: None, 6: None}, 3, 22, 16]","['agent_3', False, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None}, 0, 13, 6]","['agent_4', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None}, 0, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None}, 1, 38, 26]","['agent_6', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None}, 1, 20, 8]"
"A0,A1,A5,A3,A2,A4,A6",0.14285714285714285,4,"['agent_0', True, {1: '1', 2: '13', 3: '14', 4: None}, 3, 48, 44]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None}, 1, 27, 21]","['agent_2', False, {1: None, 2: '17', 3: None, 4: None}, 1, 22, 16]","['agent_3', False, {1: None, 2: None, 3: '44', 4: None}, 1, 13, 6]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None}, 1, 24, 14]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None}, 1, 38, 26]","['agent_6', True, {1: '2', 2: None, 3: None, 4: None}, 1, 20, 8]"
