order,Vp,numberOfTurn,0,1,2,3,4,5,6
"A0,A1,A3,A5,A6,A4,A2",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '14', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: None, 2: None, 3: None, 4: None}, 0, 24, 12]","['agent_3', True, {1: '11', 2: None, 3: None, 4: None}, 1, 26, 16]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None}, 1, 34, 27]","['agent_5', True, {1: '12', 2: '15', 3: '2', 4: None}, 3, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A3,A6,A2,A4,A5",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: None, 3: None, 4: None, 5: None}, 1, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None, 5: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 24, 12]","['agent_3', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 26, 16]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None, 5: None}, 1, 34, 27]","['agent_5', True, {1: '15', 2: None, 3: '2', 4: None, 5: None}, 2, 46, 40]","['agent_6', True, {1: '14', 2: None, 3: None, 4: '50', 5: None}, 2, 16, 7]"
"A0,A1,A3,A6,A2,A5,A4",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: None, 3: None, 4: None, 5: None}, 1, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None, 5: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 24, 12]","['agent_3', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 26, 16]","['agent_4', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 34, 27]","['agent_5', True, {1: '13', 2: '15', 3: '2', 4: None, 5: None}, 3, 46, 40]","['agent_6', True, {1: '14', 2: None, 3: None, 4: '50', 5: None}, 2, 16, 7]"
"A0,A1,A3,A6,A4,A2,A5",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: None, 3: None, 4: None, 5: None}, 1, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None, 5: None}, 3, 23, 10]","['agent_2', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 24, 12]","['agent_3', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 26, 16]","['agent_4', True, {1: '13', 2: '15', 3: None, 4: None, 5: None}, 2, 34, 27]","['agent_5', True, {1: '12', 2: None, 3: '2', 4: None, 5: None}, 2, 46, 40]","['agent_6', True, {1: '14', 2: None, 3: None, 4: '50', 5: None}, 2, 16, 7]"
"A0,A1,A3,A6,A4,A5,A2",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: None, 3: None, 4: None, 5: None}, 1, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None, 5: None}, 3, 23, 10]","['agent_2', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 24, 12]","['agent_3', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 26, 16]","['agent_4', True, {1: '13', 2: '15', 3: None, 4: None, 5: None}, 2, 34, 27]","['agent_5', True, {1: '12', 2: None, 3: '2', 4: None, 5: None}, 2, 46, 40]","['agent_6', True, {1: '14', 2: None, 3: None, 4: '50', 5: None}, 2, 16, 7]"
"A0,A1,A3,A6,A5,A2,A4",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: None, 3: None, 4: None, 5: None}, 1, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None, 5: None}, 3, 23, 10]","['agent_2', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 24, 12]","['agent_3', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 26, 16]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None, 5: None}, 1, 34, 27]","['agent_5', True, {1: '12', 2: '15', 3: '2', 4: None, 5: None}, 3, 46, 40]","['agent_6', True, {1: '14', 2: None, 3: None, 4: '50', 5: None}, 2, 16, 7]"
"A0,A1,A3,A6,A5,A4,A2",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: None, 3: None, 4: None, 5: None}, 1, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None, 5: None}, 3, 23, 10]","['agent_2', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 24, 12]","['agent_3', True, {1: '11', 2: None, 3: None, 4: None, 5: None}, 1, 26, 16]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None, 5: None}, 1, 34, 27]","['agent_5', True, {1: '12', 2: '15', 3: '2', 4: None, 5: None}, 3, 46, 40]","['agent_6', True, {1: '14', 2: None, 3: None, 4: '50', 5: None}, 2, 16, 7]"
"A0,A1,A4,A2,A3,A5,A6",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '14', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None}, 0, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None}, 2, 34, 27]","['agent_5', True, {1: '13', 2: None, 3: '2', 4: None}, 2, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A4,A2,A3,A6,A5",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: None, 4: None, 5: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None, 5: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None, 5: None}, 2, 34, 27]","['agent_5', True, {1: '13', 2: None, 3: '2', 4: None, 5: None}, 2, 46, 40]","['agent_6', True, {1: None, 2: None, 3: None, 4: '50', 5: None}, 1, 16, 7]"
"A0,A1,A4,A2,A5,A3,A6",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '14', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None}, 0, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None}, 2, 34, 27]","['agent_5', True, {1: '13', 2: None, 3: '2', 4: None}, 2, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A4,A2,A5,A6,A3",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '14', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None}, 0, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None}, 2, 34, 27]","['agent_5', True, {1: '13', 2: None, 3: '2', 4: None}, 2, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A4,A2,A6,A3,A5",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: None, 4: None, 5: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None, 5: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None, 5: None}, 2, 34, 27]","['agent_5', True, {1: '13', 2: None, 3: '2', 4: None, 5: None}, 2, 46, 40]","['agent_6', True, {1: None, 2: None, 3: None, 4: '50', 5: None}, 1, 16, 7]"
"A0,A1,A4,A2,A6,A5,A3",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: None, 4: None, 5: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None, 5: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None, 5: None}, 2, 34, 27]","['agent_5', True, {1: '13', 2: None, 3: '2', 4: None, 5: None}, 2, 46, 40]","['agent_6', True, {1: None, 2: None, 3: None, 4: '50', 5: None}, 1, 16, 7]"
"A0,A1,A4,A3,A2,A5,A6",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: None, 3: None, 4: None}, 1, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None}, 1, 24, 12]","['agent_3', True, {1: '13', 2: None, 3: None, 4: None}, 1, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None}, 2, 34, 27]","['agent_5', True, {1: '14', 2: None, 3: '2', 4: None}, 2, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A4,A3,A2,A6,A5",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: None, 3: None, 4: None, 5: None}, 1, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None, 5: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 24, 12]","['agent_3', True, {1: '13', 2: None, 3: None, 4: None, 5: None}, 1, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None, 5: None}, 2, 34, 27]","['agent_5', True, {1: '14', 2: None, 3: '2', 4: None, 5: None}, 2, 46, 40]","['agent_6', True, {1: None, 2: None, 3: None, 4: '50', 5: None}, 1, 16, 7]"
"A0,A1,A4,A3,A5,A2,A6",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '14', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: None, 2: None, 3: None, 4: None}, 0, 24, 12]","['agent_3', True, {1: '13', 2: None, 3: None, 4: None}, 1, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None}, 2, 34, 27]","['agent_5', True, {1: '12', 2: None, 3: '2', 4: None}, 2, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A4,A3,A5,A6,A2",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '14', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: None, 2: None, 3: None, 4: None}, 0, 24, 12]","['agent_3', True, {1: '13', 2: None, 3: None, 4: None}, 1, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None}, 2, 34, 27]","['agent_5', True, {1: '12', 2: None, 3: '2', 4: None}, 2, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A4,A3,A6,A2,A5",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: None, 3: None, 4: None, 5: None}, 1, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None, 5: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 24, 12]","['agent_3', True, {1: '13', 2: None, 3: None, 4: None, 5: None}, 1, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None, 5: None}, 2, 34, 27]","['agent_5', True, {1: '14', 2: None, 3: '2', 4: None, 5: None}, 2, 46, 40]","['agent_6', True, {1: None, 2: None, 3: None, 4: '50', 5: None}, 1, 16, 7]"
"A0,A1,A4,A3,A6,A5,A2",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '14', 3: None, 4: None, 5: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None, 5: None}, 3, 23, 10]","['agent_2', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 24, 12]","['agent_3', True, {1: '13', 2: None, 3: None, 4: None, 5: None}, 1, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None, 5: None}, 2, 34, 27]","['agent_5', True, {1: '12', 2: None, 3: '2', 4: None, 5: None}, 2, 46, 40]","['agent_6', True, {1: None, 2: None, 3: None, 4: '50', 5: None}, 1, 16, 7]"
"A0,A1,A4,A5,A2,A3,A6",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '13', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: '14', 2: None, 3: None, 4: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None}, 0, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None}, 2, 34, 27]","['agent_5', True, {1: '12', 2: None, 3: '2', 4: None}, 2, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A4,A5,A2,A6,A3",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '13', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: '14', 2: None, 3: None, 4: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None}, 0, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None}, 2, 34, 27]","['agent_5', True, {1: '12', 2: None, 3: '2', 4: None}, 2, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A4,A5,A3,A2,A6",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '13', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: '14', 2: None, 3: None, 4: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None}, 0, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None}, 2, 34, 27]","['agent_5', True, {1: '12', 2: None, 3: '2', 4: None}, 2, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A4,A5,A3,A6,A2",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '13', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: '14', 2: None, 3: None, 4: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None}, 0, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None}, 2, 34, 27]","['agent_5', True, {1: '12', 2: None, 3: '2', 4: None}, 2, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A4,A5,A6,A2,A3",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '13', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: '14', 2: None, 3: None, 4: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None}, 0, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None}, 2, 34, 27]","['agent_5', True, {1: '12', 2: None, 3: '2', 4: None}, 2, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A4,A5,A6,A3,A2",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '13', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: '14', 2: None, 3: None, 4: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None}, 0, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None}, 2, 34, 27]","['agent_5', True, {1: '12', 2: None, 3: '2', 4: None}, 2, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A4,A6,A2,A3,A5",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: None, 3: None, 4: None, 5: None}, 1, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None, 5: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None, 5: None}, 2, 34, 27]","['agent_5', True, {1: '13', 2: None, 3: '2', 4: None, 5: None}, 2, 46, 40]","['agent_6', True, {1: '14', 2: None, 3: None, 4: '50', 5: None}, 2, 16, 7]"
"A0,A1,A4,A6,A2,A5,A3",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: None, 3: None, 4: None, 5: None}, 1, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None, 5: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None, 5: None}, 2, 34, 27]","['agent_5', True, {1: '13', 2: None, 3: '2', 4: None, 5: None}, 2, 46, 40]","['agent_6', True, {1: '14', 2: None, 3: None, 4: '50', 5: None}, 2, 16, 7]"
"A0,A1,A4,A6,A3,A2,A5",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: None, 3: None, 4: None, 5: None}, 1, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None, 5: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None, 5: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None, 5: None}, 2, 34, 27]","['agent_5', True, {1: '13', 2: None, 3: '2', 4: None, 5: None}, 2, 46, 40]","['agent_6', True, {1: '14', 2: None, 3: None, 4: '50', 5: None}, 2, 16, 7]"
"A0,A1,A4,A6,A3,A5,A2",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '13', 3: None, 4: None, 5: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None, 5: None}, 3, 23, 10]","['agent_2', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None, 5: None}, 2, 34, 27]","['agent_5', True, {1: '12', 2: None, 3: '2', 4: None, 5: None}, 2, 46, 40]","['agent_6', True, {1: '14', 2: None, 3: None, 4: '50', 5: None}, 2, 16, 7]"
"A0,A1,A4,A6,A5,A2,A3",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '13', 3: None, 4: None, 5: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None, 5: None}, 3, 23, 10]","['agent_2', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None, 5: None}, 2, 34, 27]","['agent_5', True, {1: '12', 2: None, 3: '2', 4: None, 5: None}, 2, 46, 40]","['agent_6', True, {1: '14', 2: None, 3: None, 4: '50', 5: None}, 2, 16, 7]"
"A0,A1,A4,A6,A5,A3,A2",0.13333333333333333,5,"['agent_0', True, {1: '1', 2: '13', 3: None, 4: None, 5: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None, 5: None}, 3, 23, 10]","['agent_2', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None}, 0, 26, 16]","['agent_4', True, {1: '11', 2: '15', 3: None, 4: None, 5: None}, 2, 34, 27]","['agent_5', True, {1: '12', 2: None, 3: '2', 4: None, 5: None}, 2, 46, 40]","['agent_6', True, {1: '14', 2: None, 3: None, 4: '50', 5: None}, 2, 16, 7]"
"A0,A1,A5,A2,A3,A4,A6",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '14', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None}, 0, 26, 16]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None}, 1, 34, 27]","['agent_5', True, {1: '11', 2: '15', 3: '2', 4: None}, 3, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A5,A2,A3,A6,A4",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '14', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None}, 0, 26, 16]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None}, 1, 34, 27]","['agent_5', True, {1: '11', 2: '15', 3: '2', 4: None}, 3, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A5,A2,A4,A3,A6",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '14', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None}, 0, 26, 16]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None}, 1, 34, 27]","['agent_5', True, {1: '11', 2: '15', 3: '2', 4: None}, 3, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A5,A2,A4,A6,A3",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '14', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None}, 0, 26, 16]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None}, 1, 34, 27]","['agent_5', True, {1: '11', 2: '15', 3: '2', 4: None}, 3, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A5,A2,A6,A3,A4",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '14', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None}, 0, 26, 16]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None}, 1, 34, 27]","['agent_5', True, {1: '11', 2: '15', 3: '2', 4: None}, 3, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A5,A2,A6,A4,A3",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '14', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None}, 1, 24, 12]","['agent_3', True, {1: None, 2: None, 3: None, 4: None}, 0, 26, 16]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None}, 1, 34, 27]","['agent_5', True, {1: '11', 2: '15', 3: '2', 4: None}, 3, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A5,A3,A2,A4,A6",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: None, 3: None, 4: None}, 1, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None}, 1, 24, 12]","['agent_3', True, {1: '13', 2: None, 3: None, 4: None}, 1, 26, 16]","['agent_4', True, {1: '14', 2: None, 3: None, 4: None}, 1, 34, 27]","['agent_5', True, {1: '11', 2: '15', 3: '2', 4: None}, 3, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A5,A3,A2,A6,A4",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: None, 3: None, 4: None}, 1, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None}, 1, 24, 12]","['agent_3', True, {1: '13', 2: None, 3: None, 4: None}, 1, 26, 16]","['agent_4', True, {1: '14', 2: None, 3: None, 4: None}, 1, 34, 27]","['agent_5', True, {1: '11', 2: '15', 3: '2', 4: None}, 3, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A5,A3,A4,A2,A6",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '12', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: None, 2: None, 3: None, 4: None}, 0, 24, 12]","['agent_3', True, {1: '13', 2: None, 3: None, 4: None}, 1, 26, 16]","['agent_4', True, {1: '14', 2: None, 3: None, 4: None}, 1, 34, 27]","['agent_5', True, {1: '11', 2: '15', 3: '2', 4: None}, 3, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
"A0,A1,A5,A3,A4,A6,A2",0.13333333333333333,4,"['agent_0', True, {1: '1', 2: '12', 3: None, 4: None}, 2, 48, 41]","['agent_1', False, {1: '10', 2: '17', 3: '46', 4: None}, 3, 23, 10]","['agent_2', True, {1: None, 2: None, 3: None, 4: None}, 0, 24, 12]","['agent_3', True, {1: '13', 2: None, 3: None, 4: None}, 1, 26, 16]","['agent_4', True, {1: '14', 2: None, 3: None, 4: None}, 1, 34, 27]","['agent_5', True, {1: '11', 2: '15', 3: '2', 4: None}, 3, 46, 40]","['agent_6', True, {1: None, 2: None, 3: '50', 4: None}, 1, 16, 7]"
